Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
SOX2 18692474 ChIP-Seq MEFs Mouse	20/1991	0.2732416856038339	0.6023090062790363	0	0	1.1842301608619095	1.5364185293177532	MME;EBI3;MOCOS;ATP11A;SYNJ2;CPLX1;POU2F3;HK2;NCOR2;SLC6A6;CCND3;PORCN;MYCN;CYP11A1;MGAT3;HIST1H4H;ITGA5;CALM1;SASH1;BCAT2
TP53 22573176 ChIP-Seq HFKS Human	14/1348	0.2776215063513786	0.6023090062790363	0	0	1.2206255362884595	1.5642274513165435	CSGALNACT1;RANBP2;CSF1R;ANKRD37;LIMCH1;INSR;IL1RAP;NDRG1;INPP5B;ALOX5;MGAT3;CALM1;FAM83D;SLC16A3
SOX2 18692474 ChIP-Seq MESCs Mouse	32/3319	0.2783568448323019	0.6023090062790363	0	0	1.1420014801485328	1.4604501619016041	PFKFB4;EBI3;CPLX1;HK2;FGD4;CCND3;PORCN;CYP11A1;NRIP1;MGAT3;GSE1;IGF2BP2;DLGAP2;SASH1;HIST1H2AC;EGLN3;MME;GALNT2;GPT2;MOCOS;MTUS1;ATP11A;SYNJ2;POU2F3;NCOR2;SLC6A6;MYCN;SLC6A8;HIST1H4H;ITGA5;CALM1;BCAT2
POU5F1 18347094 ChIP-ChIP MESCs Mouse	21/2109	0.2799203846513982	0.6023090062790363	0	0	1.1737465970961887	1.4944729213934076	LYN;WWTR1;GRAMD1B;EGLN3;HDAC2;FLT1;EBI3;MOCOS;MTUS1;DGKZ;POU2F3;HK2;NCOR2;FGD4;PORCN;MYCN;BCL6;NRIP1;GSE1;CALM1;SASH1
FOXO1 25302145 ChIP-Seq T-LYMPHOCYTE Mouse	20/2000	0.28002821310870024	0.6023090062790363	0	0	1.17825311942959	1.4997570623508742	CSF1R;ERRFI1;GALNT2;INSR;PLCL2;HTRA4;ACOT11;HOPX;NCOR2;BCL6;MXI1;SH3BP5;MAN1C1;GSE1;HMG20B;MALAT1;CALM1;FAM83D;PIK3AP1;ENG
KLF4 19829295 ChIP-Seq ESCs Human	20/2000	0.28002821310870024	0.6023090062790363	0	0	1.17825311942959	1.4997570623508742	CLIC3;INSR;ARHGEF16;ACOT11;HPCAL1;PSG1;RASSF8;ATP11A;PRKCZ;CPLX1;SLC7A1;ADAMTS20;PSG9;FZR1;BASP1;PSG7;TIMP2;MAN1C1;PPP1R12C;DLGAP2
TAF2 19829295 ChIP-Seq ESCs Human	20/2000	0.28002821310870024	0.6023090062790363	0	0	1.17825311942959	1.4997570623508742	ANKRD37;CLIC3;GALNT2;PLCL2;CSNK2A2;ACOT11;MTUS1;MTMR4;CYP19A1;SLC7A1;ADAMTS20;MYCN;KIF2A;BCL6;LEP;PLEKHM2;FAM83D;ATG7;PPP1R12C;HIST1H2AC
CTCF 20526341 ChIP-Seq ESCs Human	20/2000	0.28002821310870024	0.6023090062790363	0	0	1.17825311942959	1.4997570623508742	BNIP3L;DAPK1;GPT2;FLT4;HTRA4;EBI3;ATP2C2;GP6;TNFRSF1B;DDB1;FAM153C;PSG7;MXI1;UBC;SFXN3;TIMP2;MAN1C1;PAEP;PHACTR2;MFSD2A
TAL1 21186366 ChIP-Seq BM-HSCs Mouse	20/2000	0.28002821310870024	0.6023090062790363	0	0	1.17825311942959	1.4997570623508742	RANBP2;EGLN3;HDAC2;DAPK1;NGLY1;DIO2;HPCAL1;ARID3A;INHBA;AES;FSTL3;FZR1;MYCN;OBSCN;P4HA1;NRIP1;PHACTR2;FLNB;CALM1;SASH1
NFI 21473784 ChIP-Seq ESCs Mouse	20/2000	0.28002821310870024	0.6023090062790363	0	0	1.17825311942959	1.4997570623508742	ARHGEF16;MTUS1;SERPINB9;CORO2A;TNFRSF1B;HK2;SSFA2;LRRC1;NCOR2;DDB1;SLC6A6;CCND3;FZR1;SFXN3;MALAT1;PLIN2;ANGPTL4;IGF2BP2;ATG7;PFKP
GATA3 21878914 ChIP-Seq MCF-7 Human	20/2000	0.28002821310870024	0.6023090062790363	0	0	1.17825311942959	1.4997570623508742	BNIP3L;FLT1;MME;DIO2;MTUS1;AFAP1;MTSS1L;ATP2C2;MTMR4;GDPD5;UNC13D;ADAMTS20;FAM153C;LEP;HIST1H4H;PLEKHM2;FLNB;MALAT1;IGF2BP2;SASH1
TCF4 22108803 ChIP-Seq LS180 Human	20/2000	0.28002821310870024	0.6023090062790363	0	0	1.17825311942959	1.4997570623508742	RANBP2;GRAMD1B;EGLN3;INSR;ARHGEF16;ACOT11;MOCOS;PLEKHA5;AFAP1;RASSF8;MID1;LRRC1;SH3PXD2A;SH3BP5;TIMP2;PLEKHM2;FLNB;PLIN2;SASH1;NEK11
RUNX1 22897851 ChIP-Seq JUKARTE6-1 Human	20/2000	0.28002821310870024	0.6023090062790363	0	0	1.17825311942959	1.4997570623508742	TFAP2A;ANKRD37;DAPK1;PSG1;PLEKHA5;SYNJ2;CORO2A;GP6;NDRG1;DGKZ;OBSCN;MXI1;MAN1C1;HIST1H4H;FLNB;CALM1;PIK3AP1;ATG7;DLGAP2;HIST1H2AC
KDM2B 26808549 Chip-Seq HPB-ALL Human	20/2000	0.28002821310870024	0.6023090062790363	0	0	1.17825311942959	1.4997570623508742	TGFB1;GALNT2;PLEKHA5;ARID3A;CORO2A;SLC7A1;HK2;CORO1C;INPP5B;P4HA1;BCL6;CYP11A1;FAM120A;MXI1;UBC;MGAT3;TRIM14;MALAT1;QSOX1;CALM1
CEBPB 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse	20/2000	0.28002821310870024	0.6023090062790363	0	0	1.17825311942959	1.4997570623508742	EGLN3;COL27A1;GALNT2;INSR;ATP11A;NEAT1;NDRG1;SLC7A1;HK2;SSFA2;CORO1C;CCND3;MYCN;BCL6;CYP11A1;MXI1;NRIP1;MAN1C1;MALAT1;ATG7
GATA3 27048872 Chip-Seq THYMUS Human	20/2000	0.28002821310870024	0.6023090062790363	0	0	1.17825311942959	1.4997570623508742	ERRFI1;EGLN3;SERPINB9;IL1RAP;NEAT1;UNC13D;AES;FGD4;FZR1;EBP;BCL6;SH3BP5;SFXN3;HIST1H4H;FLNB;MALAT1;PLIN2;CALM1;STRA6;ENG
GATA1 22025678 ChIP-Seq K562 Human	1/38	0.28138984604338085	0.6023090062790363	0	0	3.1096794468887494	3.9431177541455664	PIK3AP1
STAT3 22323479 ChIP-Seq MACROPHAGE Mouse	1/38	0.28138984604338085	0.6023090062790363	0	0	3.1096794468887494	3.9431177541455664	SCARB1
GF1B 26923725 Chip-Seq HPCs Mouse	17/1676	0.2816623022890639	0.6023090062790363	0	0	1.1933973199795984	1.5120898201109014	GRAMD1B;FLT1;DIO2;RASSF8;SLC7A1;HK2;CORO1C;CCND3;EBP;MYCN;SH3PXD2A;MXI1;NRIP1;FAM83D;ATG7;SASH1;DGKI
ETS2 20176728 ChIP-ChIP TROPHOBLAST STEM CELLS Mouse	3/215	0.2850384767254176	0.605496060883511	0	0	1.6327691453940067	2.049339336397522	UBC;GDPD5;ATG7
RUNX 20019798 ChIP-Seq JUKART Human	7/616	0.28511222284320664	0.605496060883511	0	0	1.330702118820108	1.6698613773059436	CSGALNACT1;NCOR2;CCND3;MYCN;SH3BP5;SASH1;PFKP
ESR1 20079471 ChIP-ChIP T-47D Human	3/216	0.2873900741800095	0.6068984017882801	0	0	1.6250207125103562	2.026262445860218	NCOR2;FLT4;CALM1
TP63 22573176 ChIP-Seq HFKS Human	40/4229	0.2883756121909707	0.6068984017882801	0	0	1.1227400082923948	1.3961175891985627	ERRFI1;SCARB1;PFKFB4;NGLY1;SEMA3B;LIMD1;GDPD5;PRKCZ;HK2;CORO1C;FSTL3;SH3PXD2A;MXI1;MS4A15;SH3BP5;FLNB;ATG7;LYN;WWTR1;TGFB1;ARHGEF16;ACOT11;MOCOS;HPCAL1;PSG1;PLEKHA5;MTUS1;AFAP1;INHBA;CORO2A;PSG9;OBSCN;PSG4;OAF;TRIM14;HIST1H4H;PLEKHM2;ITGA5;DGKI;PFKP
ASH2L 23239880 ChIP-Seq MESCs Mouse	32/3336	0.2887186571614148	0.6068984017882801	0	0	1.1349578417735648	1.409961043296606	GRAMD1B;ERRFI1;FLT1;PRKCZ;SLC7A1;LRRC1;SH3PXD2A;UBC;MGAT3;QSOX1;SLC16A3;ATG7;EGLN3;MME;GALNT2;LIMCH1;DAPK1;GPT2;PLCL2;PLEKHA5;MTUS1;SYNJ2;HOPX;DDB1;MYCN;SLC6A8;P4HA1;SFXN3;MALAT1;CALM1;GPRC5C;NEK11
TP63 17297297 ChIP-ChIP HaCaT Human	1/40	0.2937917846040341	0.6154688911365866	0	0	2.9499105545617175	3.613298175344228	ITGA5
BMI1 23680149 ChIP-Seq NPCS Mouse	11/1056	0.306677402105885	0.6402926841264761	0	0	1.2204028589993503	1.4424660102267455	FGD4;MYCN;COL27A1;MME;FLT4;ITGA5;IGF2BP2;GPRC5C;DLGAP2;HOPX;ADAMTS20
GATA2 20887958 ChIP-Seq HPC-7 Mouse	17/1708	0.3084650273321559	0.6418565215194356	0	0	1.1687516110934206	1.3746234739903747	ERRFI1;EGLN3;TGFB1;GALNT2;DAPK1;ARHGEF16;RASSF8;NEAT1;TRAM2;CCND3;OBSCN;BASP1;MXI1;SFXN3;PHACTR2;ITGA5;ENG
BCL11B 21912641 ChIP-Seq STHDH STRIUM Mouse	1/43	0.31199679241107	0.6470269050672525	0	0	2.7387873754152823	3.1900364796807583	MOCOS
MYC 18940864 ChIP-ChIP HL60 Human	8/746	0.31844047330432745	0.6581813127159678	0	0	1.2541019955654102	1.435093642461734	LYN;CPS1;NGLY1;MOCOS;SERPINB9;CALM1;HIST1H2AC;BCAT2
FUS 26573619 Chip-Seq HEK293 Human	6/543	0.3300345837042906	0.6798712424308387	0	0	1.2906031512394207	1.4307082299019602	BNIP3L;HDAC2;DAPK1;SASH1;DGKI;ADAMTS20
BCAT 22108803 ChIP-Seq LS180 Human	7/650	0.33200636827316377	0.6816609155907482	0	0	1.2581086398471022	1.3871920063275913	EGLN3;ARHGEF16;MOCOS;PLEKHM2;PLIN2;SASH1;NEK11
NACC1 18358816 ChIP-ChIP MESCs Mouse	8/769	0.348270916747693	0.7009388382723161	0	0	1.2147334050093577	1.281269948271899	FGD4;PORCN;MYCN;SLC6A8;BASP1;MGAT3;SYNJ2;BCAT2
CTNNB1 20460455 ChIP-Seq HCT116 Human	10/988	0.3511949749706572	0.7009388382723161	0	0	1.182393014415296	1.2372722792119755	EGLN3;KIF2A;SH3PXD2A;GPT2;MGAT3;FLNB;TNFRSF1B;MID1;SLC16A3;CORO1C
TCFCP2L1 18555785 ChIP-Seq MESCs Mouse	19/1987	0.35770694025424243	0.7009388382723161	0	0	1.1196052423186569	1.1510003509442208	LYN;WWTR1;SCARB1;CLIC3;MME;GPT2;SERPINE1;HTRA4;ARID3A;GDPD5;MID1;NDRG1;CCND3;SH3PXD2A;OAF;UBC;ITGA5;CALM1;BCAT2
STAT3 18555785 ChIP-Seq MESCs Mouse	19/1997	0.3660930798488579	0.7009388382723161	0	0	1.1133212086194897	1.1187404792777955	RANBP2;SCARB1;EGLN3;PLCL2;SERPINE1;CSNK2A2;DIO2;HPCAL1;NEAT1;SLC7A1;HK2;SLC6A6;MYCN;SH3PXD2A;UBC;MALAT1;PPP1R12C;HIST1H2AC;PFKP
GATA6 25053715 ChIP-Seq YYC3 Human	19/2000	0.3686167029749235	0.7009388382723161	0	0	1.1114483699036954	1.1092231615033654	ERRFI1;GALNT2;ANXA4;ARHGEF16;NGLY1;SLC2A1;CORO2A;NEAT1;MTMR4;UNC13D;CORO1C;MXI1;MGAT3;PLEKHM2;MALAT1;QSOX1;CALM1;GPRC5C;PPP1R12C
PHF8 20622853 ChIP-Seq HELA Human	19/2000	0.3686167029749235	0.7009388382723161	0	0	1.1114483699036954	1.1092231615033654	GRAMD1B;ERRFI1;GALNT2;ARHGEF16;ACOT11;SLC2A1;RASSF8;TNFRSF1B;PRKCZ;INPP5B;OBSCN;P4HA1;SH3PXD2A;MAN1C1;PLEKHM2;QSOX1;PIK3AP1;PFKP;MFSD2A
EBNA1 20929547 Chip-Seq RAJI-cells Human	19/2000	0.3686167029749235	0.7009388382723161	0	0	1.1114483699036954	1.1092231615033654	LYN;CSF1R;SCARB1;PFKFB4;COL27A1;PLEKHA5;SYNJ2;LIMD1;HOPX;LRRC1;SLC6A6;OBSCN;BCL6;CPS1;OAF;SH3BP5;MAN1C1;MGAT3;IGF2BP2
P68 20966046 ChIP-Seq HELA Human	19/2000	0.3686167029749235	0.7009388382723161	0	0	1.1114483699036954	1.1092231615033654	EGLN3;FLT1;SEMA3B;ARID3A;NEAT1;UNC13D;AES;DDB1;SFXN3;TIMP2;HIST1H4H;PAEP;HMG20B;MALAT1;RDH13;IGF2BP2;HIST1H2AC;PFKP;ENG
HNFA 21074721 ChIP-Seq CACO-2 Human	19/2000	0.3686167029749235	0.7009388382723161	0	0	1.1114483699036954	1.1092231615033654	ERRFI1;GALNT2;ARHGEF16;ACOT11;SLC2A1;TNFRSF1B;PRKCZ;INPP5B;FGD4;OBSCN;P4HA1;SH3PXD2A;MXI1;MAN1C1;PLEKHM2;QSOX1;PIK3AP1;PFKP;MFSD2A
SOX2 21211035 ChIP-Seq LN229 Human	19/2000	0.3686167029749235	0.7009388382723161	0	0	1.1114483699036954	1.1092231615033654	CSGALNACT1;BNIP3L;CSF1R;COL27A1;FLT1;MME;SLC2A1;SERPINB9;ATP2C2;SYNJ2;GP6;NDRG1;UNC13D;HK2;LRRC1;AES;INPP5B;PLIN2;SASH1
SMAD4 21741376 ChIP-Seq EPCs Human	19/2000	0.3686167029749235	0.7009388382723161	0	0	1.1114483699036954	1.1092231615033654	ERRFI1;MME;GALNT2;ANXA4;AFAP1;SERPINB9;NDRG1;SLC7A1;CORO1C;P4HA1;SH3PXD2A;PSG7;PSG6;MXI1;SH3BP5;PLEKHM2;FLNB;ANGPTL4;PLAC4
FLI1 21867929 ChIP-Seq TH2 Mouse	19/2000	0.3686167029749235	0.7009388382723161	0	0	1.1114483699036954	1.1092231615033654	RANBP2;EGLN3;HDAC2;DAPK1;NGLY1;DIO2;HPCAL1;ARID3A;INHBA;ADAMTS20;MYCN;OBSCN;P4HA1;BCL6;PHACTR2;HMG20B;FLNB;SASH1;PFKP
AR 21915096 ChIP-Seq LNCaP-1F5 Human	19/2000	0.3686167029749235	0.7009388382723161	0	0	1.1114483699036954	1.1092231615033654	ERRFI1;FLT1;MME;LIMCH1;DAPK1;GPT2;MTUS1;IL1RAP;CORO2A;TNFRSF1B;LIMD1;SLC7A1;HOPX;HK2;NCOR2;NRIP1;TRIM14;ITGA5;PIK3AP1
JARID1B-DAIN 22020125 ChIP-Seq ESCs Mouse	19/2000	0.3686167029749235	0.7009388382723161	0	0	1.1114483699036954	1.1092231615033654	CLIC3;DAPK1;PLCL2;SEMA3B;HPCAL1;GDPD5;PRKCZ;ADAMTS20;AES;MYCN;P4HA1;MGAT3;TRIM14;EPS8L1;PLIN2;CALM1;SLC16A3;BCAT2;ENG
CBX2 22325352 ChIP-Seq 293T-Rex Human	19/2000	0.3686167029749235	0.7009388382723161	0	0	1.1114483699036954	1.1092231615033654	ERRFI1;GALNT2;LIMCH1;ARHGEF16;ACOT11;HPCAL1;SLC2A1;TNFRSF1B;PRKCZ;HK2;INPP5B;SLC6A6;MYCN;OBSCN;MAN1C1;PLEKHM2;FLNB;QSOX1;MFSD2A
SA1 22415368 ChIP-Seq MEFs Mouse	19/2000	0.3686167029749235	0.7009388382723161	0	0	1.1114483699036954	1.1092231615033654	EGLN3;COL27A1;MME;ARHGEF16;SEMA3B;DIO2;AFAP1;ARID3A;INHBA;BMP1;BCL6;BASP1;FAM120A;NRIP1;SH3BP5;SFXN3;MAN1C1;HMG20B;CALM1
GATA3 22897851 ChIP-Seq JUKARTE6-1 Human	19/2000	0.3686167029749235	0.7009388382723161	0	0	1.1114483699036954	1.1092231615033654	BNIP3L;MME;GALNT2;LIMCH1;DAPK1;PLCL2;PSG3;CORO2A;NDRG1;ADAMTS20;OBSCN;KIF2A;PSG4;MXI1;SH3BP5;MAN1C1;TRIM14;HIST1H4H;FLNB
CTCF 26484167 Chip-Seq Bcells Mouse	19/2000	0.3686167029749235	0.7009388382723161	0	0	1.1114483699036954	1.1092231615033654	CSGALNACT1;EGLN3;SEMA3B;MTUS1;ARID3A;SYNJ2;CORO2A;LIMD1;UNC13D;SLC6A6;BCL6;NRIP1;SH3BP5;TIMP2;MAN1C1;GSE1;HMG20B;CALM1;PIK3AP1
MYB 26560356 Chip-Seq TH1 Human	19/2000	0.3686167029749235	0.7009388382723161	0	0	1.1114483699036954	1.1092231615033654	BNIP3L;EGLN3;TGFB1;FLT1;SERPINE1;NGLY1;ATP11A;NEAT1;TNFRSF1B;CORO1C;CCND3;BCL6;LEP;MXI1;UBC;PLEKHM2;PHACTR2;FLNB;MALAT1
MYB 26560356 Chip-Seq TH2 Human	19/2000	0.3686167029749235	0.7009388382723161	0	0	1.1114483699036954	1.1092231615033654	BNIP3L;PLCL2;SERPINE1;NGLY1;NEAT1;MTMR4;TNFRSF1B;LRRC1;CCND3;BCL6;CYP11A1;UBC;MS4A15;MAN1C1;MALAT1;QSOX1;PLIN2;CALM1;BCAT2
CEBPB 26923725 Chip-Seq MACROPHAGESS Mouse	19/2000	0.3686167029749235	0.7009388382723161	0	0	1.1114483699036954	1.1092231615033654	LYN;GALNT2;PLEKHA5;NEAT1;MTMR4;LIMD1;NDRG1;POU2F3;TRAM2;KIF2A;BCL6;CYP11A1;OAF;NRIP1;MGAT3;HIST1H4H;MALAT1;ANGPTL4;DGKI
UTX 26944678 Chip-Seq JUKART Human	19/2000	0.3686167029749235	0.7009388382723161	0	0	1.1114483699036954	1.1092231615033654	FLT1;ARID3A;ATP11A;NEAT1;GP6;LRRC1;DDB1;CCND3;UBC;SH3BP5;MGAT3;EPS8L1;MALAT1;QSOX1;ITGA5;CALM1;PLAC4;SLC16A3;STRA6
PU 27001747 Chip-Seq BMDM Mouse	19/2000	0.3686167029749235	0.7009388382723161	0	0	1.1114483699036954	1.1092231615033654	RANBP2;CSF1R;EGLN3;MOCOS;HPCAL1;ARID3A;INHBA;TRAM2;AES;P4HA1;BCL6;FAM120A;NRIP1;SH3BP5;PHACTR2;HMG20B;QSOX1;SASH1;PFKP
MYCN 27167114 Chip-Seq NEUROBLASTOMA Human	19/2000	0.3686167029749235	0.7009388382723161	0	0	1.1114483699036954	1.1092231615033654	ERRFI1;GALNT2;GPT2;PLEKHA5;SLC2A1;ARID3A;MTMR4;GDPD5;PRKCZ;CPLX1;UNC13D;HK2;FSTL3;LEP;TIMP2;MAN1C1;SLC16A3;DGKI;PFKP
P53 22127205 ChIP-Seq FIBROBLAST Human	7/679	0.37287694500760105	0.7052913268384391	0	0	1.2019954819277108	1.1857767404289052	KIF2A;MME;SLC2A1;MAN1C1;PLEKHM2;CALM1;DGKZ
SMARCD1 25818293 ChIP-Seq ESCs Mouse	20/2119	0.3746288379155394	0.7052913268384391	0	0	1.1040426969580908	1.0839706583240907	WWTR1;CSF1R;FLT1;MME;DAPK1;PLCL2;MTUS1;IL1RAP;SYNJ2;MID1;PRKCZ;TRAM2;PCED1B;PLEKHM2;FLNB;FAM83D;GPRC5C;DLGAP2;DGKI;NEK11
STAT3 1855785 ChIP-Seq MESCs Mouse	6/572	0.3746696381818423	0.7052913268384391	0	0	1.2226360000846364	1.200274728728904	DDB1;MYCN;BCL6;SERPINE1;UBC;CORO1C
SOX9 26525672 Chip-Seq Limbbuds Mouse	12/1230	0.3761360179999512	0.7052913268384391	0	0	1.1387571520362267	1.1134818118783618	RANBP2;HDAC2;MYCN;P4HA1;CPS1;HPCAL1;TIMP2;PHACTR2;CALM1;MTMR4;GPRC5C;SASH1
RUNX1 20887958 ChIP-Seq HPC-7 Mouse	11/1120	0.3766118735545063	0.7052913268384391	0	0	1.1460552828151265	1.1191689805573872	CCND3;EGLN3;TGFB1;OBSCN;NGLY1;UBC;ITGA5;RDH13;ANGPTL4;CALM1;DLGAP2
HNF4A 19761587 ChIP-ChIP CACO-2 Human	11/1126	0.38328822674764024	0.7156257526587362	0	0	1.139522781376294	1.0927659083304775	DAPK1;UBC;PSG1;HIST1H4H;INHBA;RDH13;CORO2A;MTMR4;NDRG1;GPRC5C;LRRC1
TCF3 18692474 ChIP-Seq MESCs Mouse	13/1351	0.3866724368633044	0.7197697770527774	0	0	1.1227438340807174	1.0668057730526257	WWTR1;GPT2;TNFRSF1B;POU2F3;UNC13D;CCND3;PORCN;MYCN;MXI1;NRIP1;MGAT3;DLGAP2;SASH1
NR3C1 21868756 ChIP-Seq MCF10A Human	11/1132	0.3899766248868131	0.7237404029430946	0	0	1.133060208588011	1.0669670819248065	RANBP2;BCL6;PSG6;HPCAL1;MTUS1;SLC2A1;HIST1H4H;NDRG1;HIST1H2AC;LRRC1;NEK11
CEBPA 23403033 ChIP-Seq LIVER Mouse	6/589	0.40096342121843415	0.7419023781826117	0	0	1.1859368741077023	1.0838100088342946	INPP5B;RANBP2;BCL6;CPS1;NEAT1;NDRG1
E2F1 21310950 ChIP-Seq MCF-7 Human	11/1145	0.4044999709432904	0.7462118866953834	0	0	1.1192925729962766	1.0130757532973718	TFAP2A;LYN;RANBP2;PFKFB4;MYCN;ANXA4;PLCL2;UBC;MOCOS;HIST1H2AC;LRRC1
TAL1 26923725 Chip-Seq MACROPHAGESS Mouse	1/61	0.41183296693540233	0.7574784927561864	0	0	1.9154069767441861	1.6992292263869038	DLGAP2
PRDM14 21183938 ChIP-Seq MESCs Mouse	18/1944	0.4170865458085976	0.764398886610206	0	0	1.079348809164908	0.9438490162599391	CSGALNACT1;GALNT2;LIMCH1;GPT2;PLEKHA5;ARID3A;POU2F3;HK2;SLC6A6;PORCN;MYCN;SH3PXD2A;ITGA5;IGF2BP2;CALM1;ATG7;SASH1;STRA6
SMAD4 21741376 ChIP-Seq HESCs Human	25/2738	0.41806929397127773	0.764398886610206	0	0	1.0655651966009503	0.9292880232054948	ERRFI1;FLT1;NDRG1;LRRC1;FGD4;CCND3;SH3PXD2A;BASP1;MXI1;NRIP1;SH3BP5;MAN1C1;PHACTR2;FLNB;RDH13;SASH1;COL27A1;LIMCH1;DAPK1;GPT2;INSR;MTUS1;AFAP1;POU2F3;DGKI
TAL1 20887958 ChIP-Seq HPC-7 Mouse	19/2067	0.42565890717653426	0.7742736301597776	0	0	1.0710512631899352	0.9148030283698404	LYN;RANBP2;CSF1R;ERRFI1;ANKRD37;TGFB1;NGLY1;SLC2A1;NEAT1;SSFA2;CCND3;MYCN;OBSCN;UBC;HIST1H4H;MALAT1;ITGA5;RDH13;CALM1
KLF4 19030024 ChIP-ChIP MESCs Mouse	14/1502	0.42597578358304916	0.7742736301597776	0	0	1.0851846216271048	0.9260670177810935	TGFB1;FLT1;EBI3;ACOT11;ARID3A;SYNJ2;UNC13D;LRRC1;MYCN;SFXN3;HIST1H4H;GSE1;ITGA5;BCAT2
SMAD1 18555785 ChIP-Seq MESCs Mouse	6/610	0.43336152584168625	0.7853883371559006	0	0	1.143454812229845	0.9561374371574404	PORCN;MYCN;LEP;SLC2A1;HIST1H4H;UNC13D
NANOG 21062744 ChIP-ChIP HESCs Human	8/840	0.44183410616567115	0.7967632356863229	0	0	1.106934731934732	0.9041673052876552	PORCN;DAPK1;MTUS1;SFXN3;IGF2BP2;DGKZ;HK2;BCAT2
CDX2 20551321 ChIP-Seq CACO-2 Human	5/504	0.4422164884149009	0.7967632356863229	0	0	1.1527817539841587	0.9406188707090557	SCARB1;MYCN;MAN1C1;PHACTR2;ARID3A
CEBPB 26923725 Chip-Seq MESODERM Mouse	10/1079	0.4577802158627207	0.8165192198796228	0	0	1.0765178166625538	0.8411545151489359	CCND3;EGLN3;MYCN;BCL6;NRIP1;NEAT1;ATG7;SLC7A1;DLGAP2;SSFA2
ESET 19884257 ChIP-Seq ESCs Mouse	18/2000	0.46639366442962277	0.8165192198796228	0	0	1.0455714332215749	0.7974837098178752	SCARB1;HDAC2;TGFB1;COL27A1;GPT2;MTUS1;NEAT1;LRRC1;SH3PXD2A;LEP;SFXN3;MALAT1;IGF2BP2;FAM83D;DLGAP2;HIST1H2AC;DGKI;ENG
CEBPA 20513432 ChIP-Seq MACROPHAGES Mouse	18/2000	0.46639366442962277	0.8165192198796228	0	0	1.0455714332215749	0.7974837098178752	COL27A1;ANXA4;ARID3A;SERPINB9;NEAT1;MTMR4;NDRG1;AES;MXI1;MS4A15;TRIM14;EPS8L1;HMG20B;MALAT1;ITGA5;PIK3AP1;SLC16A3;GPRC5C
GATA2 21186366 ChIP-Seq BM-HSCs Mouse	18/2000	0.46639366442962277	0.8165192198796228	0	0	1.0455714332215749	0.7974837098178752	RANBP2;EGLN3;HDAC2;DAPK1;DIO2;HPCAL1;ARID3A;INHBA;AES;FSTL3;FZR1;MYCN;OBSCN;P4HA1;PHACTR2;HMG20B;CALM1;SASH1
RBPJ 21746931 ChIP-Seq IB4 Human	18/2000	0.46639366442962277	0.8165192198796228	0	0	1.0455714332215749	0.7974837098178752	RANBP2;ERRFI1;GALNT2;ARHGEF16;ACOT11;HPCAL1;SLC2A1;TNFRSF1B;PRKCZ;HK2;SSFA2;INPP5B;MYCN;OBSCN;MAN1C1;PLEKHM2;QSOX1;MFSD2A
SOX3 22085726 ChIP-Seq MUSCLE Mouse	18/2000	0.46639366442962277	0.8165192198796228	0	0	1.0455714332215749	0.7974837098178752	CSGALNACT1;LYN;RANBP2;MME;CSNK2A2;MOCOS;PLEKHA5;SLC2A1;SERPINB9;INHBA;NEAT1;GP6;HOPX;CORO1C;MAN1C1;FLNB;PLIN2;ANGPTL4
PCGF4 22325352 ChIP-Seq 293T-Rex Human	18/2000	0.46639366442962277	0.8165192198796228	0	0	1.0455714332215749	0.7974837098178752	ERRFI1;GALNT2;ARHGEF16;ACOT11;HPCAL1;SLC2A1;IL1RAP;TNFRSF1B;PRKCZ;HK2;INPP5B;SLC6A6;MYCN;OBSCN;MAN1C1;PLEKHM2;QSOX1;MFSD2A
UBF1/2 26484160 Chip-Seq FIBROBLAST Human	18/2000	0.46639366442962277	0.8165192198796228	0	0	1.0455714332215749	0.7974837098178752	BNIP3L;PFKFB4;COL27A1;FLT1;DAPK1;PLCL2;EBI3;PLEKHA5;RASSF8;ATP11A;MID1;POU2F3;ADAMTS20;FGD4;BASP1;OAF;LEP;DGKI
TAL1 26923725 Chip-Seq HPCs Mouse	18/2000	0.46639366442962277	0.8165192198796228	0	0	1.0455714332215749	0.7974837098178752	LYN;ERRFI1;SCARB1;DAPK1;CSNK2A2;MTUS1;MTSS1L;SYNJ2;CORO2A;NDRG1;CYP19A1;CORO1C;KIF2A;BCL6;NRIP1;MGAT3;IGF2BP2;PFKP
FLI1 26923725 Chip-Seq MACROPHAGESS Mouse	18/2000	0.46639366442962277	0.8165192198796228	0	0	1.0455714332215749	0.7974837098178752	CSGALNACT1;ERRFI1;GALNT2;INSR;ANXA4;HPCAL1;NEAT1;PRKCZ;CORO1C;DDB1;SH3PXD2A;LEP;MXI1;TRIM14;GSE1;MALAT1;ANGPTL4;SLC16A3
DCP1A 22483619 ChIP-Seq HELA Human	7/759	0.48581622476343533	0.8481198500107431	0	0	1.0696375929248911	0.7721979748079227	SLC6A6;FZR1;HDAC2;GPT2;SLC2A1;NEAT1;CALM1
